respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R1547,P4_Tier2_Explorer,25-34,Male,Tier-2,Salaried (govt),30k-60k,2-3 times/month,Evening snacks|Late night,South Indian|North Indian|Fast food,Pure vegetarian,Extra roti/naan|Raita/Chutney,100-200,Up to 30,50-99/month,UPI,30-45 min,3,4,4,3,2,Subscription plan|Scheduled delivery,Rarely,Would wait,Swiggy|Zomato|ONDC,Poor support,Maybe,Uncomfortable,Heavy discounts,Nuclear family,Sometimes 3-4/week,Watching match/movie|Too tired,Holi,Unreliable delivery|Payment fraud,Big discount,Never switched,App bugs,Food as fuel,Instagram/YouTube,9,Do nothing,Unlikely to use,0,0
R1548,P3_Family_Weekend_Orderer,35-44,Female,Metro,Salaried (private),60k-1L,Once a week,Evening snacks|Dinner|Lunch,South Indian|North Indian,Pure vegetarian,Raita/Chutney|Papad|Dessert,Above 1200,Up to 50,Up to 49/month,Debit card,45-60 min,3,5,3,4,3,More restaurants,Yes occasionally,Would wait,Swiggy,Late deliveries,Probably not,Very comfortable,Faster delivery|Heavy discounts,Nuclear family,Sometimes 3-4/week,Watching match/movie,Holi,Data/privacy|Food quality,Big discount,Never switched,Bad deliveries,Foodie explorer,Search by cuisine,5,Request refund,Neutral/unsure,0,0
R1549,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),60k-1L,Multiple times/week,Dinner|Lunch|Late night,Biryani|Fast food,Non-vegetarian,Cold drink/Lassi|Salad|Papad,200-400,Up to 30,Up to 49/month,UPI,20-30 min,4,5,2,2,3,Subscription plan,Rarely,Acceptable if justified,ONDC,Late deliveries,Yes occasionally,Very comfortable,Heavy discounts|Local restaurants,Nuclear family,Never,Too tired,Diwali|Holi|No specific pattern,No refund|Unreliable delivery,Familiar restaurants,Switched and stayed,Price increased,Food as fuel|Brand loyal,Friends/WhatsApp,10,Request refund,Likely will use,1,0
R1550,P3_Family_Weekend_Orderer,35-44,Female,Tier-3,Salaried (private),60k-1L,Multiple times/week,Dinner|Lunch,Biryani|Desserts,Eggetarian,Raita/Chutney,400-700,Up to 50,100-199/month,Debit card,45-60 min,4,4,3,4,3,Better discounts,Yes occasionally,Would wait,ONDC,Poor support,Maybe,Comfortable,Faster delivery|Local restaurants,Nuclear family,Every meal,Raining/bad weather,Holi|No specific pattern,No refund,Familiar restaurants,Never switched,Restaurant left,Foodie explorer|Food as fuel,Friends/WhatsApp,10,Leave bad review,Definitely will use,1,0
R1551,P6_Senior_Homemaker,45-54,Male,Metro,Salaried (govt),15k-30k,Once a month,Dinner|Lunch,Biryani|North Indian,Non-vegetarian,Extra roti/naan,200-400,0 (free only),Not interested,BNPL,45-60 min,4,4,3,3,2,More restaurants|Scheduled delivery,Yes occasionally,Strongly dislike,Zomato|None,High delivery fee,Maybe,Not at all,Social media|Heavy discounts,Joint family,Almost always,Festival/celebration|Guests at home|Craving specific dish,No festival ordering,Food quality,Money-back guarantee,Never used,Not applicable,Food as fuel|Health conscious,Search by cuisine,2,Post social media,Will not use,0,0
R1552,P3_Family_Weekend_Orderer,25-34,Female,Metro,Salaried (private),60k-1L,2-3 times/month,Evening snacks,North Indian|Biryani|South Indian,Pure vegetarian,Cold drink/Lassi,200-400,Up to 50,100-199/month,UPI,30-45 min,3,5,4,4,3,Subscription plan,Yes regularly,Acceptable if justified,Zomato|None|Swiggy,Late deliveries,Yes regularly,Comfortable,Faster delivery|Loyalty rewards,Nuclear family,Never,Raining/bad weather|Weekend mood,Diwali|No specific pattern,Data/privacy,Big discount,Never switched,Bad deliveries,Food as fuel,Browsing ratings,10,Post social media,Likely will use,1,0
R1553,P4_Tier2_Explorer,45-54,Male,Tier-2,Self-employed,60k-1L,Once a month,Dinner|Lunch|Evening snacks,Fast food|Biryani|Chinese/Indo-Chinese,Non-vegetarian,Extra roti/naan,100-200,0 (free only),Not interested,Debit card,20-30 min,4,5,5,3,4,Better discounts,Yes regularly,Strongly dislike,Swiggy|Direct restaurant,Wrong/cold food,Maybe,Neutral,Social media,Alone (PG/hostel),Sometimes 3-4/week,Watching match/movie|Craving specific dish,Holi,Unreliable delivery,Money-back guarantee,Never switched,Price increased,Comfort food lover,Friends/WhatsApp,7,Do nothing,Unlikely to use,0,0
R1554,P5_Health_Conscious,45-54,Female,Metro,Student,Above 1L,Multiple times/week,Lunch,South Indian|North Indian,Vegan,Salad|Raita/Chutney|Cold drink/Lassi,400-700,More than 80,100-199/month,UPI,45-60 min,5,5,2,3,3,Better support|Scheduled delivery,Yes occasionally,Acceptable if justified,Swiggy,Late deliveries,Yes occasionally,Neutral,Friend referral,Nuclear family,Sometimes 3-4/week,Raining/bad weather|Too tired,Diwali|No specific pattern|Eid,Payment fraud|No refund,Money-back guarantee,Use multiple apps,Restaurant left,Brand loyal|Trend follower,App recommendation,7,Contact support,Unlikely to use,0,0
R1555,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),Above 1L,Once a week,Evening snacks|Dinner|Lunch,Chinese/Indo-Chinese|North Indian|Pizza,Non-vegetarian,Cold drink/Lassi|Raita/Chutney,200-400,Up to 50,100-199/month,Debit card,20-30 min,5,5,3,2,4,Faster delivery|Better support,Yes occasionally,Would switch apps,None,Wrong/cold food,Yes regularly,Neutral,Loyalty rewards|Faster delivery,With roommates,Sometimes 3-4/week,Weekend mood|Raining/bad weather,Navratri|No specific pattern|Holi,Data/privacy|Payment fraud,App store reviews,Switched and stayed,Friend recommendation,Health conscious,Friends/WhatsApp,10,Do nothing,Likely will use,1,0
R1556,P1_Urban_Professional,25-34,Female,Metro,Salaried (govt),60k-1L,Daily,Evening snacks,South Indian|North Indian,Eggetarian,Extra roti/naan|Dessert|No sides,200-400,Up to 30,100-199/month,UPI,20-30 min,5,5,2,4,5,Transparent fees|Better discounts,Rarely,Acceptable if justified,ONDC|Swiggy,App crashes,No,Very comfortable,Friend referral|Heavy discounts,Nuclear family,Rarely 1-2/week,Raining/bad weather,Holi,Food quality,Money-back guarantee,Never switched,Better discounts elsewhere,Food as fuel,Browsing ratings,8,Contact support,Will not use,0,0
R1557,P3_Family_Weekend_Orderer,35-44,Male,Tier-2,Salaried (private),Above 1L,Once a month,Lunch|Dinner,North Indian|Biryani,No preference,Raita/Chutney,400-700,Up to 80,Up to 49/month,UPI,Over 60 min,3,4,3,3,3,Better support,Yes regularly,Acceptable with notice,Zomato|None,No restaurants nearby,Yes occasionally,Very comfortable,Faster delivery|Local restaurants,Nuclear family,Almost always,Too tired|Weekend mood|Guests at home,No festival ordering|Holi|Christmas/New Year,Payment fraud,Familiar restaurants,Never used,Better discounts elsewhere,Comfort food lover,Browsing ratings,9,Request refund,Unlikely to use,0,0
R1558,P2_Price_Sensitive_Student,18-24,Female,Tier-3,Student,15k-30k,2-3 times/month,Late night,Chinese/Indo-Chinese,Non-vegetarian,No sides,200-400,0 (free only),Up to 49/month,Debit card,30-45 min,3,2,5,4,2,More restaurants|Subscription plan,Yes occasionally,Would wait,Swiggy,High delivery fee,Maybe,Comfortable,Heavy discounts,With roommates,Rarely 1-2/week,Raining/bad weather,Navratri|Diwali,No refund|Food quality,Big discount,Switched back,Better discounts elsewhere,Food as fuel|Brand loyal,Search by cuisine,4,Leave bad review,Neutral/unsure,0,0
R1559,P4_Tier2_Explorer,45-54,Female,Tier-2,Salaried (private),30k-60k,2-3 times/month,Breakfast|Dinner|Lunch,Biryani|South Indian|North Indian,Pure vegetarian,Extra roti/naan,400-700,0 (free only),Up to 49/month,UPI,30-45 min,3,3,4,4,3,Faster delivery,Yes occasionally,Strongly dislike,Swiggy|Zomato,High delivery fee,No,Comfortable,Loyalty rewards|Faster delivery,Joint family,Almost always,Guests at home|Working late|Craving specific dish,Christmas/New Year,Unreliable delivery,Familiar restaurants,Never switched,App bugs,Foodie explorer,Browsing ratings,4,Stop using app,Likely will use,1,0
R1560,P5_Health_Conscious,35-44,Male,Metro,Salaried (private),60k-1L,Multiple times/week,Evening snacks,Chinese/Indo-Chinese|Desserts|Pizza,Fasting-friendly,Papad|Salad,200-400,Up to 50,100-199/month,UPI,30-45 min,3,5,2,3,3,More restaurants,Rarely,Acceptable with notice,Zomato,High delivery fee,Yes occasionally,Comfortable,Friend referral,Alone (PG/hostel),Sometimes 3-4/week,Watching match/movie|Guests at home,No festival ordering|Navratri|No specific pattern,Data/privacy,Friend recommendation,Switched back,Bad deliveries,Foodie explorer,App recommendation,7,Contact support,Likely will use,1,0
R1561,P2_Price_Sensitive_Student,18-24,Female,Metro,Student,Below 15k,Once a month,Dinner,Biryani|Chinese/Indo-Chinese,Non-vegetarian,Papad|Raita/Chutney,200-400,Up to 30,Not interested,Debit card,Under 20 min,3,3,5,4,2,Subscription plan|More restaurants,Rarely,Would wait,Swiggy|Zomato,High delivery fee,Maybe,Neutral,Heavy discounts,Alone (PG/hostel),Sometimes 3-4/week,Festival/celebration,Navratri,Payment fraud,Big discount,Use multiple apps,Better discounts elsewhere,Food as fuel,Browsing ratings,9,Contact support,Likely will use,1,0
R1562,P1_Urban_Professional,35-44,Female,Metro,Salaried (private),60k-1L,Multiple times/week,Evening snacks|Lunch|Late night,Chinese/Indo-Chinese|Healthy/Salads,Non-vegetarian,Extra roti/naan|Salad,Above 1200,Up to 15,Up to 49/month,UPI,20-30 min,5,4,2,2,4,Faster delivery,Yes occasionally,Acceptable with notice,Swiggy,App crashes,Maybe,Neutral,Faster delivery,With roommates,Rarely 1-2/week,Working late|Raining/bad weather,Holi,Payment fraud|Food quality,Money-back guarantee,Switched and stayed,Price increased,Trend follower,Instagram/YouTube,8,Post social media,Neutral/unsure,0,0
R1563,P4_Tier2_Explorer,25-34,Female,Tier-3,Salaried (private),15k-30k,Daily,Dinner,Fast food|Healthy/Salads,Non-vegetarian,Cold drink/Lassi|No sides,400-700,Up to 30,Up to 49/month,Cash on delivery,45-60 min,3,4,5,5,2,Better discounts,Rarely,Acceptable with notice,None|Zomato|Swiggy,Late deliveries,Maybe,Comfortable,Local restaurants,With roommates,Rarely 1-2/week,Weekend mood,Diwali|Onam,Unreliable delivery|No refund,Big discount,Never switched,Bad deliveries,Food as fuel,Search by cuisine,6,Request refund,Unlikely to use,0,0
R1564,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),60k-1L,Multiple times/week,Evening snacks|Dinner|Late night,North Indian|Beverages/Chai|Desserts,Non-vegetarian,Dessert|Cold drink/Lassi|Raita/Chutney,400-700,Up to 50,Up to 49/month,UPI,20-30 min,5,3,3,3,4,Transparent fees|More restaurants,Rarely,Acceptable if justified,Swiggy|Zomato,No restaurants nearby,Yes regularly,Very comfortable,Friend referral|Local restaurants,Alone (PG/hostel),Almost always,Working late,Christmas/New Year,Payment fraud,Big discount,Never used,Not applicable,Trend follower|Brand loyal,App recommendation,7,Request refund,Definitely will use,1,0
R1565,P4_Tier2_Explorer,35-44,Female,Tier-2,Student,15k-30k,Multiple times/week,Breakfast,Beverages/Chai|Fast food|Chinese/Indo-Chinese,Eggetarian,No sides|Extra roti/naan|Cold drink/Lassi,400-700,0 (free only),Up to 49/month,UPI,30-45 min,3,4,4,3,2,Faster delivery|Better discounts,Yes occasionally,Would wait,Swiggy|ONDC,High delivery fee,Maybe,Comfortable,Faster delivery,With roommates,Sometimes 3-4/week,Guests at home|Festival/celebration,Durga Puja,Food quality,News/media,Switched and stayed,Better discounts elsewhere,Comfort food lover,Friends/WhatsApp,6,Request refund,Neutral/unsure,0,0
R1566,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,Below 15k,2-3 times/month,Evening snacks|Dinner,South Indian|Beverages/Chai,Non-vegetarian,Raita/Chutney,100-200,Up to 15,50-99/month,UPI,20-30 min,5,2,4,5,4,Better discounts|Transparent fees,Rarely,Strongly dislike,ONDC,Late deliveries,Probably not,Very comfortable,Nothing - loyal|Heavy discounts,Alone (PG/hostel),Rarely 1-2/week,Raining/bad weather,No specific pattern|Diwali|Onam,Payment fraud,Money-back guarantee,Never used,Bad deliveries,Comfort food lover,Friends/WhatsApp,5,Request refund,Unlikely to use,0,0
R1567,P3_Family_Weekend_Orderer,35-44,Female,Tier-2,Self-employed,60k-1L,Once a week,Late night|Dinner|Lunch,Beverages/Chai|South Indian,Non-vegetarian,Dessert|Papad|Raita/Chutney,700-1200,Up to 80,200+/month,UPI,45-60 min,3,5,3,3,4,Faster delivery,Rarely,Acceptable with notice,Zomato|Swiggy,Poor support,Yes regularly,Very comfortable,Faster delivery|Nothing - loyal,Nuclear family,Almost always,Working late|Festival/celebration|Too tired,Holi,Food quality|Payment fraud,Friend recommendation,Switched back,Better discounts elsewhere,Brand loyal|Trend follower,Instagram/YouTube,7,Leave bad review,Likely will use,1,0
R1568,P1_Urban_Professional,25-34,Male,Metro,Self-employed,60k-1L,2-3 times/month,Lunch|Dinner,Chinese/Indo-Chinese|Biryani|North Indian,Eggetarian,Dessert|Extra roti/naan|Raita/Chutney,200-400,More than 80,50-99/month,UPI,20-30 min,4,3,2,4,5,Better discounts|Faster delivery,Yes occasionally,Strongly dislike,Zomato|Swiggy|Dunzo,Late deliveries,Yes occasionally,Comfortable,Local restaurants,Alone (PG/hostel),Sometimes 3-4/week,Working late|Watching match/movie|Festival/celebration,Holi,Payment fraud,Friend recommendation,Use multiple apps,App bugs,Food as fuel|Brand loyal,App recommendation,6,Leave bad review,Likely will use,1,0
R1569,P3_Family_Weekend_Orderer,35-44,,Metro,Salaried (govt),,Once a week,Dinner|Late night|Lunch,Fast food,Non-vegetarian,Dessert,700-1200,Up to 50,Not interested,Credit card,30-45 min,4,5,3,4,4,Better discounts,Yes occasionally,Acceptable if justified,Zomato,Wrong/cold food,Yes occasionally,Neutral,Nothing - loyal|Local restaurants,With parents,Sometimes 3-4/week,Watching match/movie|Raining/bad weather,Holi,Platform shutting|Payment fraud,News/media,Switched and stayed,,Health conscious,App recommendation,8,Post social media,Likely will use,1,1
R1570,P2_Price_Sensitive_Student,18-24,Female,Tier-3,Student,15k-30k,Daily,Dinner|Lunch|Evening snacks,South Indian|North Indian,Non-vegetarian,Cold drink/Lassi|Extra roti/naan|No sides,100-200,Up to 15,Not interested,UPI,30-45 min,3,3,5,5,3,Better discounts|Faster delivery,No always individual,Would wait,Swiggy|Zomato|None,Wrong/cold food,Maybe,Comfortable,Friend referral,Alone (PG/hostel),Rarely 1-2/week,Too tired|Festival/celebration|Watching match/movie,No specific pattern|Eid|Onam,Unreliable delivery,Friend recommendation,Switched and stayed,Better discounts elsewhere,Comfort food lover|Foodie explorer,Instagram/YouTube,5,Leave bad review,Likely will use,1,0
R1571,P3_Family_Weekend_Orderer,35-44,Female,Tier-2,Homemaker,60k-1L,Once a week,Dinner|Breakfast|Evening snacks,South Indian|Pizza,Eggetarian,Cold drink/Lassi|Dessert,400-700,Up to 50,Not interested,UPI,20-30 min,4,5,3,4,3,Better discounts|Transparent fees,Yes regularly,Acceptable with notice,Swiggy,Poor support,Yes regularly,Comfortable,Local restaurants,Nuclear family,Almost always,Raining/bad weather|Watching match/movie,Diwali|Holi,Food quality,Money-back guarantee,Use multiple apps,Bad deliveries,Food as fuel|Trend follower,Browsing ratings,1,Leave bad review,Will not use,0,0
R1572,P1_Urban_Professional,25-34,Female,Metro,Salaried (govt),60k-1L,Daily,Late night,Fast food,Non-vegetarian,Papad|Extra roti/naan,700-1200,Up to 30,100-199/month,Credit card,45-60 min,5,3,4,3,3,More restaurants,Yes regularly,Acceptable if justified,ONDC,Wrong/cold food,Probably not,Very comfortable,Friend referral,Alone (PG/hostel),Rarely 1-2/week,Watching match/movie|Too tired,Holi|Christmas/New Year|No specific pattern,Payment fraud|Data/privacy,Friend recommendation,Switched and stayed,Price increased,Trend follower,App recommendation,8,Request refund,Definitely will use,1,0
R1573,P4_Tier2_Explorer,25-34,Male,Tier-2,Salaried (private),30k-60k,Once a month,Evening snacks|Dinner,Biryani,Pure vegetarian,Extra roti/naan|Papad|Raita/Chutney,200-400,Up to 80,Not interested,Cash on delivery,30-45 min,4,4,4,5,3,Transparent fees,No always individual,Would switch apps,Swiggy,No restaurants nearby,Yes occasionally,Not at all,Faster delivery,Joint family,Every meal,Weekend mood,Onam,No refund|Payment fraud,Familiar restaurants,Never switched,Price increased,Food as fuel,Search by cuisine,3,Leave bad review,Will not use,0,0
R1574,P5_Health_Conscious,35-44,Female,Metro,Salaried (private),Above 1L,Multiple times/week,Breakfast,Biryani|Healthy/Salads|Beverages/Chai,Non-vegetarian,No sides|Salad|Cold drink/Lassi,Under 100,Up to 50,Not interested,BNPL,20-30 min,4,5,4,2,5,More restaurants|Faster delivery,Rarely,Acceptable with notice,Swiggy|Dunzo,App crashes,Yes regularly,Uncomfortable,Faster delivery,Nuclear family,Almost always,Watching match/movie|Festival/celebration|Guests at home,Diwali|Onam,Food quality,News/media,Never switched,App bugs,Health conscious,Instagram/YouTube,1,Post social media,Neutral/unsure,0,1
R1575,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),30k-60k,Multiple times/week,Dinner,North Indian|Biryani|Desserts,Non-vegetarian,Papad|Cold drink/Lassi,400-700,Up to 30,100-199/month,Wallet,20-30 min,5,4,2,3,4,Better discounts|Transparent fees,Yes regularly,Would wait,Swiggy,Wrong/cold food,Probably not,Comfortable,Friend referral,Alone (PG/hostel),Rarely 1-2/week,Festival/celebration,Navratri|No festival ordering,Food quality|Platform shutting,Money-back guarantee,Use multiple apps,Friend recommendation,Trend follower,Always same places,10,Request refund,Neutral/unsure,0,0
R1576,P1_Urban_Professional,35-44,Male,Metro,Salaried (private),Above 1L,Once a week,Lunch,Biryani|Chinese/Indo-Chinese|North Indian,No preference,Raita/Chutney,200-400,Up to 30,50-99/month,UPI,30-45 min,4,5,2,4,3,Transparent fees,Yes occasionally,Acceptable if justified,Swiggy|Direct restaurant,Late deliveries,Yes occasionally,Very comfortable,Heavy discounts,Alone (PG/hostel),Never,Working late|Weekend mood|Too tired,No specific pattern|Eid|Diwali,No refund,Big discount,Never used,Better discounts elsewhere,Foodie explorer,Browsing ratings,3,Leave bad review,Unlikely to use,0,0
R1577,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),Above 1L,Daily,Lunch,South Indian|Pizza,Non-vegetarian,Cold drink/Lassi,400-700,Up to 50,100-199/month,UPI,30-45 min,4,4,3,2,3,More restaurants,Rarely,Acceptable with notice,Zomato|ONDC,Poor support,No,Uncomfortable,Faster delivery,With roommates,Sometimes 3-4/week,Working late|Too tired|Watching match/movie,No specific pattern,No refund|Unreliable delivery,News/media,Use multiple apps,Friend recommendation,Foodie explorer|Food as fuel,Browsing ratings,10,Stop using app,Definitely will use,1,0
